family	gene	coordinates
Acetyltransf_1	TTHERM_01227790	34897-35410
Acetyltransf_1	TTHERM_00775930	53962-54580
Acetyltransf_1	TTHERM_00455620	185874-186870
Acetyltransf_1	TTHERM_001161009	653080-654058
Acetyltransf_1	TTHERM_00499430	73241-73874
Acetyltransf_1	TTHERM_00313330	540031-542550
Acetyltransf_1	TTHERM_00355780	1687203-1688962
Acetyltransf_1	TTHERM_00998990	84105-84987
Acetyltransf_1	TTHERM_00825080	4137-6329
Acetyltransf_1	TTHERM_00145740	790960-793998
Acetyltransf_1	TTHERM_00046760	438135-439572
Acetyltransf_1	TTHERM_00310240	493058-494972
Acetyltransf_1	TTHERM_00145730	788194-790267
Acetyltransf_1	TTHERM_00277390	107120-109808
Acetyltransf_1	TTHERM_00310740	639956-640802
Acetyltransf_7	TTHERM_00304180	25036-25964
Acetyltransf_7	TTHERM_00994150	31790-35253
Acetyltransf_7	TTHERM_00624180	232399-234026
Acetyltransf_7	TTHERM_00686140	297623-298370
Acetyltransf_7	TTHERM_000245699	421704-422578
Acetyltransf_7	TTHERM_00670400	110125-110836
Acetyltransf_7	TTHERM_000242129	641902-642520
Acetyltransf_7	TTHERM_00248390	785955-788000
Acetyltransf_7	TTHERM_01048080	112449-120171
Acetyltransf_7	TTHERM_00391310	569802-570405
Acetyltransf_7	TTHERM_00535820	232063-232934
Acetyltransf_7	TTHERM_00717550	466914-467703
Acetyltransf_7	TTHERM_00624260	260470-263692
Acetyltransf_7	TTHERM_00455130	9776-10568
Acetyltransf_7	TTHERM_00355780	1687203-1688962
Acetyltransf_7	TTHERM_00637650	290653-293019
Acetyltransf_7	TTHERM_00145740	790960-793998
Acetyltransf_7	TTHERM_00145730	788194-790267
Acetyltransf_7	TTHERM_00058490	1117026-1117620
Acetyltransf_7	TTHERM_001161009	653080-654058
Acetyltransf_7	TTHERM_00310240	493058-494972
Acetyltransf_7	TTHERM_00277230	54996-57495
Acetyltransf_7	TTHERM_00998990	84105-84987
Actin	TTHERM_00190950	607918-609049
Actin	TTHERM_00372490	269246-270473
Actin	TTHERM_00790940	224036-228009
Actin	TTHERM_00975380	149149-151105
Actin	TTHERM_00566780	351615-353009
Actin	TTHERM_01020680	46146-47929
Actin	TTHERM_00310460	559472-561785
Actin	TTHERM_00317000	404205-406018
Actin	TTHERM_00378580	169963-173556
Actin	TTHERM_00442100	153304-155307
Actin	TTHERM_001005189	90145-91282
Actin	TTHERM_00133470	925223-928102
Actin	TTHERM_00311980	23123-25389
Actin	TTHERM_00295070	474254-475661
Actin	TTHERM_00189380	422494-423625
Actin	TTHERM_01178720	406811-412969
Ada3	TTHERM_00289110	354696-356699
Ada3	TTHERM_00530470	344038-349989
Ada3	TTHERM_01338500	1187805-1190353
Amino_oxidase	TTHERM_00424660	216754-218287
Amino_oxidase	TTHERM_00297150	20446-21805
Amino_oxidase	TTHERM_00600660	320785-321358
Amino_oxidase	TTHERM_00621530	318735-320079
Amino_oxidase	TTHERM_00621510	315297-315522
Amino_oxidase	TTHERM_00473050	15400-16747
Amino_oxidase	TTHERM_00264690	654225-655575
Amino_oxidase	TTHERM_00840170	220178-221618
Amino_oxidase	TTHERM_00157800	761612-763727
Amino_oxidase	TTHERM_00825580	189207-189840
Amino_oxidase	TTHERM_00158500	497950-501292
Amino_oxidase	TTHERM_00471800	450349-456955
AMPKBI	TTHERM_000442849	407631-409421
AMPKBI	TTHERM_000353479	24454-26604
Ank	TTHERM_01344710	23703-26586
Ank	TTHERM_00502590	464676-467497
Ank	TTHERM_01014730	108325-109402
Ank	TTHERM_00444760	244582-245863
Ank	TTHERM_00030290	733489-734104
Ank	TTHERM_00091780	227128-229274
Ank	TTHERM_00375170	13675-15308
Ank	TTHERM_01205340	37360-50343
Ank	TTHERM_00599890	64216-68537
Ank	TTHERM_00718020	650272-652657
Ank	TTHERM_00975390	151777-153859
Ank	TTHERM_001048129	98337-99760
Ank	TTHERM_00865280	44555-48532
Ank	TTHERM_00616410	249619-254467
Ank	TTHERM_00494240	325037-328043
Ank	TTHERM_00522340	191434-194497
Ank	TTHERM_00717990	641218-643875
Ank	TTHERM_01107330	34478-36864
Ank	TTHERM_00218790	377534-379842
Ank	TTHERM_00040380	2012524-2015495
Ank	TTHERM_00516340	288228-291857
Ank	TTHERM_00622820	122040-124743
Ank	TTHERM_00058820	987860-991437
Ank	TTHERM_00149500	408979-410128
Ank	TTHERM_00675680	247679-249711
Ank	TTHERM_00483500	440331-444411
Ank	TTHERM_00129050	344876-346281
Ank	TTHERM_00275710	692581-693241
Ank	TTHERM_00770680	86325-93692
Ank	TTHERM_00825460	150315-153478
Ank	TTHERM_00338400	381886-384466
Ank	TTHERM_00658980	302282-303227
Ank	TTHERM_00637620	275340-280832
Ank	TTHERM_00659040	322621-323707
Ank	TTHERM_00657420	80770-86513
Ank	TTHERM_00049160	944095-944911
Ank	TTHERM_00348620	362678-368299
Ank	TTHERM_00938780	16078-18810
Ank	TTHERM_000446269	435512-435986
Ank	TTHERM_00780490	216783-223209
Ank	TTHERM_00194830	623614-628063
Ank	TTHERM_00529740	91497-95097
Ank	TTHERM_00522040	73631-73874
Ank	TTHERM_00149880	553012-556083
Ank	TTHERM_00161440	149174-155147
Ank	TTHERM_00419759	41541-42552
Ank	TTHERM_00486930	414950-420918
Ank	TTHERM_00622970	165264-170395
Ank	TTHERM_00312790	309371-314310
Ank	TTHERM_00309970	379901-385516
Ank	TTHERM_01035560	23823-26610
Ank	TTHERM_00266279	43685-48124
Ank	TTHERM_00726430	253589-254474
Ank	TTHERM_00673410	151901-157314
Ank	TTHERM_00073170	22859-26605
Ank	TTHERM_00456730	237046-238354
Ank	TTHERM_00310310	508885-509780
Ank	TTHERM_00691820	271480-274944
Ank	TTHERM_00780580	182680-183454
Ank	TTHERM_00134780	804916-808288
Ank	TTHERM_00189010	246590-251376
Ank	TTHERM_00499320	33639-36725
Ank	TTHERM_00492920	228934-231299
Ank	TTHERM_00101410	470609-475946
Ank	TTHERM_000188369	22404-23488
Ank	TTHERM_00042670	2129279-2133831
Ank	TTHERM_00455510	147215-152051
Ank	TTHERM_00039270	1977278-1980522
Ank	TTHERM_01169350	307-2137
Ank	TTHERM_00697390	59350-60304
Ank	TTHERM_00932030	43901-49863
Ank	TTHERM_00136389	581940-582754
Ank	TTHERM_00013340	1414731-1415286
Ank	TTHERM_01108710	84914-88007
Ank	TTHERM_01107310	24677-27204
Ank	TTHERM_000522079	83017-84286
Ank	TTHERM_000841359	67601-70718
Ank	TTHERM_000151069	623208-624287
Ank	TTHERM_01285920	48487-51905
Ank	TTHERM_01075690	36659-40343
Ank	TTHERM_000255648	566989-571490
Ank	TTHERM_00852800	144650-148647
Ank	TTHERM_00624330	273506-276717
Ank	TTHERM_00661730	122477-123191
Ank	TTHERM_00461780	120922-122412
Ank	TTHERM_00455190	22806-32124
Ank	TTHERM_01004920	4548-6792
Ank	TTHERM_01179830	26598-29532
Ank	TTHERM_00670550	164498-169230
Ank	TTHERM_00155400	883309-885980
Ank	TTHERM_01014660	83769-86567
Ank	TTHERM_00723190	90263-94397
Ank	TTHERM_00313180	472311-474513
Ank	TTHERM_00239030	239634-241669
Ank	TTHERM_000456709	223502-225287
Ank	TTHERM_00657390	68503-71093
Ank	TTHERM_00689960	281510-285765
Ank	TTHERM_00387080	172672-175897
Ank	TTHERM_00760770	228761-229898
Ank	TTHERM_00655480	98976-99858
Ank	TTHERM_00483700	498972-501364
Ank	TTHERM_00584750	91288-94015
Ank	TTHERM_00475170	444852-448972
Ank	TTHERM_00658830	247455-247983
Ank	TTHERM_00526230	80411-83097
Ank	TTHERM_000584759	94959-97671
Ank	TTHERM_00732880	257566-261410
Ank	TTHERM_000255649	572422-574889
Ank_2	TTHERM_00502590	464676-467497
Ank_2	TTHERM_01344710	23703-26586
Ank_2	TTHERM_00058820	987860-991437
Ank_2	TTHERM_01205340	37360-50343
Ank_2	TTHERM_01107330	34478-36864
Ank_2	TTHERM_00494240	325037-328043
Ank_2	TTHERM_01014730	108325-109402
Ank_2	TTHERM_00522340	191434-194497
Ank_2	TTHERM_001048129	98337-99760
Ank_2	TTHERM_00975390	151777-153859
Ank_2	TTHERM_00149500	408979-410128
Ank_2	TTHERM_00599890	64216-68537
Ank_2	TTHERM_00375170	13675-15308
Ank_2	TTHERM_00622820	122040-124743
Ank_2	TTHERM_00675680	247679-249711
Ank_2	TTHERM_00780490	216783-223209
Ank_2	TTHERM_00444760	244582-245863
Ank_2	TTHERM_00091780	227128-229274
Ank_2	TTHERM_00149880	553012-556083
Ank_2	TTHERM_01179830	26598-29532
Ank_2	TTHERM_00718020	650272-652657
Ank_2	TTHERM_00030290	733489-734104
Ank_2	TTHERM_00616410	249619-254467
Ank_2	TTHERM_00129050	344876-346281
Ank_2	TTHERM_00825460	150315-153478
Ank_2	TTHERM_00865280	44555-48532
Ank_2	TTHERM_00529740	91497-95097
Ank_2	TTHERM_00218790	377534-379842
Ank_2	TTHERM_00637620	275340-280832
Ank_2	TTHERM_00486930	414950-420918
Ank_2	TTHERM_00516340	288228-291857
Ank_2	TTHERM_00717990	641218-643875
Ank_2	TTHERM_00073170	22859-26605
Ank_2	TTHERM_00049160	944095-944911
Ank_2	TTHERM_00194830	623614-628063
Ank_2	TTHERM_01014660	83769-86567
Ank_2	TTHERM_00657420	80770-86513
Ank_2	TTHERM_00040380	2012524-2015495
Ank_2	TTHERM_00161440	149174-155147
Ank_2	TTHERM_00338400	381886-384466
Ank_2	TTHERM_00483700	498972-501364
Ank_2	TTHERM_00042670	2129279-2133831
Ank_2	TTHERM_00483500	440331-444411
Ank_2	TTHERM_00726430	253589-254474
Ank_2	TTHERM_00310310	508885-509780
Ank_2	TTHERM_00455510	147215-152051
Ank_2	TTHERM_00266279	43685-48124
Ank_2	TTHERM_00136389	581940-582754
Ank_2	TTHERM_00723190	90263-94397
Ank_2	TTHERM_00522040	73631-73874
Ank_2	TTHERM_00770680	86325-93692
Ank_2	TTHERM_00938780	16078-18810
Ank_2	TTHERM_00013340	1414731-1415286
Ank_2	TTHERM_00348620	362678-368299
Ank_2	TTHERM_00419759	41541-42552
Ank_2	TTHERM_00658980	302282-303227
Ank_2	TTHERM_00275710	692581-693241
Ank_2	TTHERM_00691820	271480-274944
Ank_2	TTHERM_00456730	237046-238354
Ank_2	TTHERM_00467640	262842-264161
Ank_2	TTHERM_00673410	151901-157314
Ank_2	TTHERM_000841359	67601-70718
Ank_2	TTHERM_00134780	804916-808288
Ank_2	TTHERM_000456709	223502-225287
Ank_2	TTHERM_00461780	120922-122412
Ank_2	TTHERM_00155400	883309-885980
Ank_2	TTHERM_00499320	33639-36725
Ank_2	TTHERM_00659040	322621-323707
Ank_2	TTHERM_000188369	22404-23488
Ank_2	TTHERM_00670550	164498-169230
Ank_2	TTHERM_00039270	1977278-1980522
Ank_2	TTHERM_00101410	470609-475946
Ank_2	TTHERM_00189010	246590-251376
Ank_2	TTHERM_00309970	379901-385516
Ank_2	TTHERM_01035560	23823-26610
Ank_2	TTHERM_01107310	24677-27204
Ank_2	TTHERM_00661730	122477-123191
Ank_2	TTHERM_00622970	165264-170395
Ank_2	TTHERM_000446269	435512-435986
Ank_2	TTHERM_00492920	228934-231299
Ank_2	TTHERM_00312790	309371-314310
Ank_2	TTHERM_00780580	182680-183454
Ank_2	TTHERM_00624330	273506-276717
Ank_2	TTHERM_000255648	566989-571490
Ank_2	TTHERM_01169350	307-2137
Ank_2	TTHERM_00239030	239634-241669
Ank_2	TTHERM_00932030	43901-49863
Ank_2	TTHERM_00455190	22806-32124
Ank_2	TTHERM_00657390	68503-71093
Ank_2	TTHERM_01075690	36659-40343
Ank_2	TTHERM_00852800	144650-148647
Ank_2	TTHERM_00387080	172672-175897
Ank_2	TTHERM_00697390	59350-60304
Ank_2	TTHERM_00475170	444852-448972
Ank_2	TTHERM_00526230	80411-83097
Ank_2	TTHERM_000522079	83017-84286
Ank_2	TTHERM_01004920	4548-6792
Ank_2	TTHERM_00688390	43814-44641
Ank_2	TTHERM_000151069	623208-624287
Ank_2	TTHERM_000255649	572422-574889
Ank_2	TTHERM_00584750	91288-94015
Ank_2	TTHERM_00161620	108979-109805
Ank_2	TTHERM_00655480	98976-99858
Ank_2	TTHERM_00584770	105107-106797
Ank_2	TTHERM_01108710	84914-88007
Ank_2	TTHERM_00313180	472311-474513
Ank_2	TTHERM_01285920	48487-51905
Ank_2	TTHERM_00732880	257566-261410
Ank_2	TTHERM_00760770	228761-229898
Ank_2	TTHERM_000584759	94959-97671
Ank_2	TTHERM_00658830	247455-247983
Ank_2	TTHERM_00023850	2006139-2007054
Ank_2	TTHERM_00689960	281510-285765
Ank_2	TTHERM_01104980	74235-75081
Ank_4	TTHERM_00502590	464676-467497
Ank_4	TTHERM_01344710	23703-26586
Ank_4	TTHERM_01014730	108325-109402
Ank_4	TTHERM_01205340	37360-50343
Ank_4	TTHERM_00058820	987860-991437
Ank_4	TTHERM_001048129	98337-99760
Ank_4	TTHERM_00375170	13675-15308
Ank_4	TTHERM_00975390	151777-153859
Ank_4	TTHERM_00522340	191434-194497
Ank_4	TTHERM_00030290	733489-734104
Ank_4	TTHERM_01107330	34478-36864
Ank_4	TTHERM_00444760	244582-245863
Ank_4	TTHERM_00780490	216783-223209
Ank_4	TTHERM_00599890	64216-68537
Ank_4	TTHERM_00494240	325037-328043
Ank_4	TTHERM_00718020	650272-652657
Ank_4	TTHERM_00865280	44555-48532
Ank_4	TTHERM_00675680	247679-249711
Ank_4	TTHERM_00091780	227128-229274
Ank_4	TTHERM_00717990	641218-643875
Ank_4	TTHERM_00419759	41541-42552
Ank_4	TTHERM_00218790	377534-379842
Ank_4	TTHERM_00637620	275340-280832
Ank_4	TTHERM_00483500	440331-444411
Ank_4	TTHERM_00622820	122040-124743
Ank_4	TTHERM_00149500	408979-410128
Ank_4	TTHERM_00161440	149174-155147
Ank_4	TTHERM_00516340	288228-291857
Ank_4	TTHERM_00194830	623614-628063
Ank_4	TTHERM_00149880	553012-556083
Ank_4	TTHERM_00129050	344876-346281
Ank_4	TTHERM_00455510	147215-152051
Ank_4	TTHERM_00040380	2012524-2015495
Ank_4	TTHERM_00616410	249619-254467
Ank_4	TTHERM_000841359	67601-70718
Ank_4	TTHERM_00309970	379901-385516
Ank_4	TTHERM_00456730	237046-238354
Ank_4	TTHERM_00486930	414950-420918
Ank_4	TTHERM_00938780	16078-18810
Ank_4	TTHERM_00275710	692581-693241
Ank_4	TTHERM_00073170	22859-26605
Ank_4	TTHERM_00770680	86325-93692
Ank_4	TTHERM_00013340	1414731-1415286
Ank_4	TTHERM_00670550	164498-169230
Ank_4	TTHERM_00658980	302282-303227
Ank_4	TTHERM_00659040	322621-323707
Ank_4	TTHERM_01035560	23823-26610
Ank_4	TTHERM_00042670	2129279-2133831
Ank_4	TTHERM_00049160	944095-944911
Ank_4	TTHERM_00338400	381886-384466
Ank_4	TTHERM_00697390	59350-60304
Ank_4	TTHERM_00136389	581940-582754
Ank_4	TTHERM_00657420	80770-86513
Ank_4	TTHERM_000188369	22404-23488
Ank_4	TTHERM_00239030	239634-241669
Ank_4	TTHERM_00825460	150315-153478
Ank_4	TTHERM_00622970	165264-170395
Ank_4	TTHERM_00529740	91497-95097
Ank_4	TTHERM_01014660	83769-86567
Ank_4	TTHERM_000446269	435512-435986
Ank_4	TTHERM_01179830	26598-29532
Ank_4	TTHERM_00661730	122477-123191
Ank_4	TTHERM_00522040	73631-73874
Ank_4	TTHERM_00932030	43901-49863
Ank_4	TTHERM_01108710	84914-88007
Ank_4	TTHERM_00673410	151901-157314
Ank_4	TTHERM_01004920	4548-6792
Ank_4	TTHERM_00726430	253589-254474
Ank_4	TTHERM_00691820	271480-274944
Ank_4	TTHERM_00134780	804916-808288
Ank_4	TTHERM_00266279	43685-48124
Ank_4	TTHERM_00101410	470609-475946
Ank_4	TTHERM_00723190	90263-94397
Ank_4	TTHERM_00039270	1977278-1980522
Ank_4	TTHERM_00852800	144650-148647
Ank_4	TTHERM_00624330	273506-276717
Ank_4	TTHERM_01169350	307-2137
Ank_4	TTHERM_00348620	362678-368299
Ank_4	TTHERM_00312790	309371-314310
Ank_4	TTHERM_00499320	33639-36725
Ank_4	TTHERM_00155400	883309-885980
Ank_4	TTHERM_000151069	623208-624287
Ank_4	TTHERM_00189010	246590-251376
Ank_4	TTHERM_00584750	91288-94015
Ank_4	TTHERM_00455190	22806-32124
Ank_4	TTHERM_00483700	498972-501364
Ank_4	TTHERM_00310310	508885-509780
Ank_4	TTHERM_000255648	566989-571490
Ank_4	TTHERM_01107310	24677-27204
Ank_4	TTHERM_00461780	120922-122412
Ank_4	TTHERM_000456709	223502-225287
Ank_4	TTHERM_000522079	83017-84286
Ank_4	TTHERM_00161620	108979-109805
Ank_4	TTHERM_00688390	43814-44641
Ank_4	TTHERM_00492920	228934-231299
Ank_4	TTHERM_00387080	172672-175897
Ank_4	TTHERM_01285920	48487-51905
Ank_4	TTHERM_00584770	105107-106797
Ank_4	TTHERM_00467640	262842-264161
Ank_4	TTHERM_01075690	36659-40343
Ank_4	TTHERM_00780580	182680-183454
Ank_4	TTHERM_00475170	444852-448972
Ank_4	TTHERM_00655480	98976-99858
Ank_4	TTHERM_00732880	257566-261410
Ank_4	TTHERM_000255649	572422-574889
Ank_4	TTHERM_00689960	281510-285765
Ank_4	TTHERM_00657390	68503-71093
Ank_4	TTHERM_00313180	472311-474513
Ank_4	TTHERM_00526230	80411-83097
Ank_4	TTHERM_00760770	228761-229898
Ank_4	TTHERM_000584759	94959-97671
Ank_4	TTHERM_00444410	105137-106170
Ank_4	TTHERM_00023850	2006139-2007054
Ank_4	TTHERM_00658830	247455-247983
APOBEC_C	TTHERM_00392730	414645-417372
APOBEC_C	TTHERM_00971830	91337-93579
APOBEC_N	TTHERM_000218898	412253-414437
APOBEC_N	TTHERM_00564260	144454-145471
ARID	TTHERM_00243900	77582-80334
ARID	TTHERM_00471800	450349-456955
Arrestin_C	TTHERM_00249840	101875-102049
Arrestin_C	TTHERM_01462150	2816-4025
Arrestin_C	TTHERM_00197840	81817-83515
Arrestin_C	TTHERM_01250130	44253-45507
Arrestin_C	TTHERM_01309060	1129-2377
Arrestin_C	TTHERM_01117290	32771-34004
Arrestin_C	TTHERM_00563930	30294-46844
Arrestin_C	TTHERM_01250110	41720-42736
Arrestin_C	TTHERM_00079590	1025131-1026523
Arrestin_C	TTHERM_00563950	51845-53795
Arrestin_C	TTHERM_000058209	1229842-1231243
Arrestin_C	TTHERM_01250010	4808-6207
Arrestin_C	TTHERM_000196489	875291-876482
Arrestin_C	TTHERM_00102779	644985-647106
Arrestin_C	TTHERM_01251230	15324-16639
Arrestin_C	TTHERM_01044620	48255-49977
Arrestin_C	TTHERM_00332150	659935-662062
Arrestin_C	TTHERM_00773730	225685-227038
Arrestin_C	TTHERM_00971740	67055-68497
Arrestin_C	TTHERM_001015949	37762-38974
Arrestin_C	TTHERM_01107340	37357-38548
Arrestin_C	TTHERM_00703660	160779-162198
Arrestin_C	TTHERM_00992690	20981-22599
Arrestin_N	TTHERM_00563930	30294-46844
Arrestin_N	TTHERM_00563950	51845-53795
Arrestin_N	TTHERM_000196489	875291-876482
Arrestin_N	TTHERM_01251230	15324-16639
Arrestin_N	TTHERM_00196490	877396-878572
Arrestin_N	TTHERM_01107340	37357-38548
Arrestin_N	TTHERM_00773730	225685-227038
Arrestin_N	TTHERM_01462150	2816-4025
Arrestin_N	TTHERM_01117290	32771-34004
Arrestin_N	TTHERM_001015949	37762-38974
Arrestin_N	TTHERM_00332150	659935-662062
Arrestin_N	TTHERM_01044620	48255-49977
Arrestin_N	TTHERM_01250130	44253-45507
Arrestin_N	TTHERM_01309060	1129-2377
Arrestin_N	TTHERM_01394350	18622-19849
Arrestin_N	TTHERM_000043839	26283-27462
Arrestin_N	TTHERM_00079590	1025131-1026523
Arrestin_N	TTHERM_00197840	81817-83515
Arrestin_N	TTHERM_00102779	644985-647106
Arrestin_N	TTHERM_000058208	1226561-1228025
Arrestin_N	TTHERM_00971740	67055-68497
Arrestin_N	TTHERM_000058209	1229842-1231243
Arrestin_N	TTHERM_00530800	483549-484879
Arrestin_N	TTHERM_00249840	101875-102049
Arrestin_N	TTHERM_01250010	4808-6207
Arrestin_N	TTHERM_01250110	41720-42736
Arrestin_N	TTHERM_000533909	416153-417239
Arrestin_N	TTHERM_00117550	1003689-1004748
Arrestin_N	TTHERM_01117340	62862-63154
ASF1_hist_chap	TTHERM_00442300	221652-222648
ASF1_hist_chap	TTHERM_00445900	313481-314465
ASXH	TTHERM_00419759	41541-42552
Atrophin-1	TTHERM_00283590	558124-559377
Atrophin-1	TTHERM_00128720	453188-454966
Atrophin-1	TTHERM_00024330	2175197-2176296
AT_hook	TTHERM_001049178	62068-62392
AT_hook	TTHERM_01205310	28103-31434
AT_hook	TTHERM_01567130	10853-11535
AT_hook	TTHERM_00437510	460768-461650
AT_hook	TTHERM_00299820	238339-240799
AT_hook	TTHERM_00465030	30789-35562
AT_hook	TTHERM_00128540	526312-526951
AT_hook	TTHERM_00128490	543720-544204
AT_hook	TTHERM_000310339	517075-517704
AT_hook	TTHERM_00335970	271546-273126
BACK	TTHERM_00056050	1298305-1300895
BACK	TTHERM_00703990	284093-286586
BACK	TTHERM_00471630	377333-380244
BACK	TTHERM_000001189	60258-66026
BACK	TTHERM_00473010	226-3127
BAF250_C	TTHERM_00243900	77582-80334
BAF250_C	TTHERM_00145050	519012-520058
BAH	TTHERM_01005290	130306-132352
BAH	TTHERM_000575579	274811-277154
BEN	TTHERM_00895670	40456-41373
BEN	TTHERM_01035640	62966-63599
BPL_C	TTHERM_01005310	136404-138318
BPL_LplA_LipB	TTHERM_01005310	136404-138318
BPL_LplA_LipB	TTHERM_01151480	39753-41577
BPL_LplA_LipB	TTHERM_00535630	156700-158146
BPL_LplA_LipB	TTHERM_01075670	30085-31463
BPL_LplA_LipB	TTHERM_01135130	44727-46386
BRCA-2_helical	TTHERM_00437270	530004-530913
BRCA-2_helical	TTHERM_00532200	144082-147920
BRCA-2_helical	TTHERM_00340190	636391-638394
BRCA-2_OB1	TTHERM_00437270	530004-530913
BRCA-2_OB1	TTHERM_00565610	279929-285709
BRCA2	TTHERM_002653394	225-3772
BRCA2	TTHERM_00578780	142703-143468
BRCA2	TTHERM_001387102	27186-29204
BRCA2	TTHERM_001412049	11501-16870
BRCA2	TTHERM_00046830	458108-460757
BRCA2	TTHERM_000722981	25757-28110
BRCA2	TTHERM_000875849	185477-190421
BRCA2	TTHERM_001466260	17827-19900
BRCA2	TTHERM_00630050	250828-252979
BRCT	TTHERM_00576900	174430-175684
BRCT	TTHERM_00393340	243271-246845
BRCT	TTHERM_00052670	1527331-1529599
BRCT	TTHERM_00939100	130210-132201
BRCT	TTHERM_00490710	268907-270236
BRCT	TTHERM_00307690	256857-258488
BRCT	TTHERM_00975320	117448-120295
BRCT	TTHERM_00661690	139326-143382
BRCT	TTHERM_00293290	745920-748697
BRCT	TTHERM_00277390	107120-109808
BRCT	TTHERM_00411780	464140-467148
BRCT	TTHERM_00628420	165573-167687
BRCT	TTHERM_00387050	162442-165793
BRCT	TTHERM_00762900	34047-37873
BRCT	TTHERM_00569490	980733-981210
BRCT	TTHERM_00541510	449008-450409
BRCT_assoc	TTHERM_000649059	204458-205190
BRE	TTHERM_001123949	52081-52704
BRE	TTHERM_000559858	82162-82780
BRK	TTHERM_01263960	22593-33337
BRK	TTHERM_000361563	142581-145844
BRK	TTHERM_001424459	141-4045
BRK	TTHERM_00663829	89877-91581
BRK	TTHERM_001318490	19934-27178
BRK	TTHERM_001263982	47616-51549
Bromodomain	TTHERM_00529810	117111-117990
Bromodomain	TTHERM_00248390	785955-788000
Bromodomain	TTHERM_000446029	363370-366852
Bromodomain	TTHERM_00146040	889298-890454
Bromodomain	TTHERM_00483490	437624-438838
Bromodomain	TTHERM_00499530	96366-100458
Bromodomain	TTHERM_00449130	215240-216824
Bromodomain	TTHERM_00729230	266548-268699
Bromodomain	TTHERM_00073170	22859-26605
Bromodomain	TTHERM_00219200	516723-522611
Bromodomain	TTHERM_00193800	242886-250970
Bromodomain	TTHERM_00715810	84699-91777
Bromodomain	TTHERM_00142380	272879-280411
Bromodomain	TTHERM_01309130	24177-33293
Bromodomain	TTHERM_000069289	378501-378868
Bromodomain	TTHERM_01211770	24176-30551
Bromodomain	TTHERM_00590320	295816-297551
Bromodomain	TTHERM_00853000	221602-226488
Bromodomain	TTHERM_00474550	227439-230414
Bromo_TP	TTHERM_01197140	64675-65999
Bromo_TP	TTHERM_00189160	322973-324414
Bromo_TP	TTHERM_00498190	487791-488103
Bromo_TP	TTHERM_00092920	153878-165566
Bromo_TP	TTHERM_000105239	805497-805899
Bromo_TP	TTHERM_00444490	133753-137334
BTB	TTHERM_00037760	1784011-1786163
BTB	TTHERM_00655920	227637-230274
BTB	TTHERM_00311990	28058-30348
BTB	TTHERM_000001189	60258-66026
BTB	TTHERM_00805840	6247-8557
BTB	TTHERM_00703500	98483-100960
BTB	TTHERM_00473010	226-3127
BTB	TTHERM_00703990	284093-286586
BTB	TTHERM_00056050	1298305-1300895
BTB	TTHERM_01013330	112615-113134
BTB	TTHERM_00426320	459148-460051
bZIP_1	TTHERM_00442920	456641-459087
bZIP_1	TTHERM_00245720	427718-429693
bZIP_1	TTHERM_00349090	184361-187229
bZIP_1	TTHERM_00196570	899015-902045
bZIP_1	TTHERM_00442410	262953-266447
bZIP_1	TTHERM_00522030	69537-72446
bZIP_1	TTHERM_00425970	314343-316854
bZIP_1	TTHERM_00564050	71775-77302
bZIP_1	TTHERM_00836560	1080-2544
bZIP_1	TTHERM_00077420	562713-563268
bZIP_1	TTHERM_000418498	48346-49753
bZIP_1	TTHERM_00492670	142191-143987
bZIP_1	TTHERM_00133380	959849-965250
bZIP_1	TTHERM_00048890	856092-859512
bZIP_1	TTHERM_00266730	242333-246896
bZIP_1	TTHERM_00526400	135794-136708
bZIP_1	TTHERM_00545820	290885-293626
bZIP_1	TTHERM_00760520	130811-132254
bZIP_1	TTHERM_00780850	70429-73198
bZIP_1	TTHERM_000334620	140592-141177
bZIP_1	TTHERM_00485750	2915-3618
bZIP_1	TTHERM_00703450	69892-70393
bZIP_1	TTHERM_00242250	715062-715954
